[IndexError('list index out of range'), 'http://www.xjtsq.gov.cn/info/2761/114043.htm', '方式一未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjtsq.gov.cn/info/2761/96469.htm', '方式一未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjtsq.gov.cn/info/2761/114043.htm', '方式一未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjtsq.gov.cn/info/2761/96469.htm', '方式一未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjtsq.gov.cn/info/2761/114042.htm', '方式一未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1393709063.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1997399209.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1306740402.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.gov.cn/zhengce/2021-03/31/content_5597161.htm', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1919293521.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-8-10/1317827105.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1170728921.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1226568937.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1354683518.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-6/1289307117.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/czxx/2020-7-14/207141715423290803.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.gov.cn/xinwen/2021-03/05/content_5590577.htm#1', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1821614622.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1586860536.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1617021083.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1541916369.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-8-10/1969619034.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xinjiang.gov.cn/xinjiang/xwtt/202103/fa401c66eb3d452da88596e53adbf3c9.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-8-10/1272635221.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1257347702.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://ztb.xjjs.gov.cn/xjweb/ZBGG_Detail.aspx?InfoID=72b0540f-71cc-4fb6-b933-662e26b7fd3a&CategoryNum=004001001', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1964104532.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-8-10/1129613280.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/yjgl/2016-12-7/161271259545368788.html', '未获取到文本内容！']
[IndexError('list index out of range'), 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1251693010.html', '未获取到文本内容！']
[IndexError('list index out of range'), <title>��ㄥ�芥�垮�����涓�灞����娆′��璁���ㄤ含寮�骞�_��伴�诲ご���_��扮��缁村�惧�����娌诲�轰汉姘���垮��缃�</title>, 'http://www.xinjiang.gov.cn/xinjiang/xwtt/202103/fa401c66eb3d452da88596e53adbf3c9.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), <title>新疆加快搭建知识产权综合服务平台-叶城县人民政府</title>, 'http://www.xjyc.gov.cn/html/zcjd/2017-8-10/1272635221.html', '未获取到文本内容！']
[IndexError('list index out of range'), <title>自治区出台《关于促进纺织服装产业集聚发展的意见》-叶城县人民政府</title>, 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1257347702.html', '未获取到文本内容！']
[IndexError('list index out of range'), <title>��扮��寤鸿�惧伐绋�淇℃��缃�</title>, 'http://ztb.xjjs.gov.cn/xjweb/ZBGG_Detail.aspx?InfoID=72b0540f-71cc-4fb6-b933-662e26b7fd3a&CategoryNum=004001001', '未获取到文本内容！']
[IndexError('list index out of range'), <title>新疆印发推动交通物流融合发展实施方案-叶城县人民政府</title>, 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1964104532.html', '未获取到文本内容！']
[IndexError('list index out of range'), <title>不断加强新疆知识产权宣教工作-叶城县人民政府</title>, 'http://www.xjyc.gov.cn/html/zcjd/2017-8-10/1129613280.html', '未获取到文本内容！']
[IndexError('list index out of range'), <title>关于调整叶城县应急管理工作领导小组的通知-叶城县人民政府</title>, 'http://www.xjyc.gov.cn/html/yjgl/2016-12-7/161271259545368788.html', '未获取到文本内容！']
[IndexError('list index out of range'), <title>【年终专稿・核心区建设篇】“一带一路”引领我区全方位开放上水平-叶城县人民政府</title>, 'http://www.xjyc.gov.cn/html/zcjd/2017-9-7/1251693010.html', '未获取到文本内容！']
[IndexError('list index out of range'), '工业和信息化部发布2015年工业转型升级重点项目指南 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201508/3ea9b1f344a14aa2ae3a73d851c8465b.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '政策解读', 'http://gxt.xinjiang.gov.cn/gxt/jdhy/202002/4e88300e18bd4458af5c2570ac3d7d06.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '技术改造投资增速企稳回升 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201511/a1f590b46a724fd4ac02100c1d132590.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '2015年8月全国天然气运行简况 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201509/bf437e8d7f5e4c99a06abd61590ce137.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '情暖敬老院 ', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/201707/172ce53b993540ab9984730b6b07be57.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '国务院常务会议决定再取消一批职业资格许可和认定事项 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201507/de230bcebece4444a31d4146b3f75c4b.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '走“专精特新”之路    推动园区经济高质量发展 ', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/201912/ff4985901ad4415ab800aeb9da1b9b82.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '新疆煤炭去产能工作成效显著 ', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/201709/b6ca5451f3fb4038a7057a881aabada8.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '上半年工业投资增速持续回落 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201508/6c8fb33d4cb84d8ea184181d7121f0fb.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '团结一心谋发展  凝心聚力促和谐', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/201803/da344ecde950417186e9e753502fb3f1.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '新疆准东五彩湾4家电厂项目获自治区人民政府批复  ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201507/bee9beb504d0452c9dbac1c9a2368254.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '关于提升自治区水泥产品质量规范水泥市场秩序的通知', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/202108/4f8599dc5671409c857ef244924225c0.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '自治区经信委驻阿亚克塔木村工作队召开返乡学生座谈会  ', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/201707/265c645819f24c208ddea82b9c4c8315.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '我委组织召开新疆—哈萨克斯坦产能合作研究座谈会 ', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/201611/61480e95cf654d0b9e1162933575e387.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '2013年8月份全国居民消费价格变动情况 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201309/1ce066ceac6e4767ba65986c93f6754c.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '工业和信息化部发布2015年工业转型升级重点项目指南 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201508/3ea9b1f344a14aa2ae3a73d851c8465b.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '政策解读', 'http://gxt.xinjiang.gov.cn/gxt/jdhy/202002/4e88300e18bd4458af5c2570ac3d7d06.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '技术改造投资增速企稳回升 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201511/a1f590b46a724fd4ac02100c1d132590.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '2015年8月全国天然气运行简况 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201509/bf437e8d7f5e4c99a06abd61590ce137.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '情暖敬老院 ', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/201707/172ce53b993540ab9984730b6b07be57.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '国务院常务会议决定再取消一批职业资格许可和认定事项 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201507/de230bcebece4444a31d4146b3f75c4b.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '走“专精特新”之路    推动园区经济高质量发展 ', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/201912/ff4985901ad4415ab800aeb9da1b9b82.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '新疆煤炭去产能工作成效显著 ', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/201709/b6ca5451f3fb4038a7057a881aabada8.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '上半年工业投资增速持续回落 ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201508/6c8fb33d4cb84d8ea184181d7121f0fb.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '团结一心谋发展  凝心聚力促和谐', 'http://gxt.xinjiang.gov.cn/gxt/zdxxgk/201803/da344ecde950417186e9e753502fb3f1.shtml', '未获取到文本内容！']
[IndexError('list index out of range'), '新疆准东五彩湾4家电厂项目获自治区人民政府批复  ', 'http://gxt.xinjiang.gov.cn/gxt/ghtj/201507/bee9beb504d0452c9dbac1c9a2368254.shtml', '未获取到文本内容！']
